year,country,source_of_gas,emission_quantity
2011,Poland,Agriculture,29.93044
2011,Slovakia,Agriculture,3.00574
2011,Denmark,Manure management,3.10828
2011,Sweden,Enteric fermentation,3.17121
2011,Greece,Managed agricultural soils,3.32975
2011,Finland,Managed agricultural soils,3.3652
2011,Belgium,Managed agricultural soils,3.40854
2011,Portugal,Enteric fermentation,3.41755
2011,Sweden,Managed agricultural soils,3.4552
2011,Denmark,Enteric fermentation,3.51114
2011,Lithuania,Agriculture,3.74009
2011,Sweden,Livestock,3.75867
2011,Denmark,Managed agricultural soils,3.76966
2011,Poland,Manure management,3.86171
2011,Romania,Managed agricultural soils,3.95932
2011,Italy,Agriculture,31.48621
2011,France,Managed agricultural soils,33.36947
2011,France,Enteric fermentation,33.45693
2011,Germany,Livestock,34.46074
2011,Spain,Agriculture,36.26245
2011,Greece,Enteric fermentation,4.04019
2011,Austria,Enteric fermentation,4.12482
2011,Belgium,Enteric fermentation,4.53108
2011,Portugal,Livestock,4.77123
2011,Czech Republic,Livestock,4.82796
2011,United Kingdom,Manure management,4.88903
2011,Bulgaria,Agriculture,4.95957
2011,France,Livestock,41.81404
2011,United Kingdom,Agriculture,43.7346
2011,Austria,Livestock,5.00681
2011,Netherlands,Manure management,5.01963
2011,Netherlands,Managed agricultural soils,5.14136
2011,Greece,Livestock,5.19003
2011,Ireland,Managed agricultural soils,5.63188
2011,Italy,Manure management,5.86734
2011,Hungary,Agriculture,5.92448
2011,Finland,Agriculture,6.37035
2011,Belgium,Livestock,6.53777
2011,Denmark,Livestock,6.61942
2011,Portugal,Agriculture,6.95812
2011,Germany,Agriculture,63.93621
2011,Austria,Agriculture,7.03634
2011,Sweden,Agriculture,7.33773
2011,Netherlands,Enteric fermentation,7.86274
2011,Czech Republic,Agriculture,7.9857
2011,France,Agriculture,77.27137
2011,France,Manure management,8.35711
2011,Greece,Agriculture,8.73811
2011,Romania,Enteric fermentation,9.38499
2011,Italy,Managed agricultural soils,9.68383
2012,Malta,Manure management,0.02529
2012,Malta,Managed agricultural soils,0.02613
2012,Malta,Enteric fermentation,0.03613
2012,Malta,Livestock,0.06142
2012,Malta,Agriculture,0.08755
2012,Iceland,Manure management,0.09105
2012,Luxembourg,Manure management,0.0914
2012,Cyprus,Managed agricultural soils,0.13548
2012,Estonia,Manure management,0.14664
2012,Luxembourg,Managed agricultural soils,0.15041
2012,Latvia,Manure management,0.19761
2012,Cyprus,Enteric fermentation,0.2402
2012,Cyprus,Manure management,0.24356
2012,Iceland,Enteric fermentation,0.28993
2012,Croatia,Manure management,0.32908
2012,Iceland,Managed agricultural soils,0.33729
2012,Slovenia,Manure management,0.33751
2012,Iceland,Livestock,0.38098
2012,Luxembourg,Enteric fermentation,0.39709
2012,Lithuania,Manure management,0.40717
2012,Slovenia,Managed agricultural soils,0.42206
2012,Slovakia,Manure management,0.47117
2012,Cyprus,Livestock,0.48376
2012,Luxembourg,Livestock,0.48849
2012,Estonia,Enteric fermentation,0.52699
2012,Estonia,Managed agricultural soils,0.56538
2012,Sweden,Manure management,0.57099
2012,Cyprus,Agriculture,0.62009
2012,Luxembourg,Agriculture,0.64396
2012,Estonia,Livestock,0.67363
2012,Bulgaria,Manure management,0.69714
2012,Iceland,Agriculture,0.71848
2012,Finland,Manure management,0.73542
2012,Latvia,Enteric fermentation,0.80861
2012,Austria,Manure management,0.87383
2012,Slovenia,Enteric fermentation,0.89806
2012,Latvia,Livestock,1.00621
2012,Croatia,Enteric fermentation,1.02433
2012,Slovakia,Enteric fermentation,1.05066
2012,Hungary,Manure management,1.06048
2012,Greece,Manure management,1.14776
2012,Croatia,Managed agricultural soils,1.14862
2012,Slovenia,Livestock,1.23557
2012,Estonia,Agriculture,1.25432
2012,Portugal,Manure management,1.34384
2012,Croatia,Livestock,1.35341
2012,Bulgaria,Enteric fermentation,1.45267
2012,Slovakia,Managed agricultural soils,1.51355
2012,Slovakia,Livestock,1.52184
2012,Latvia,Managed agricultural soils,1.55162
2012,Lithuania,Enteric fermentation,1.57677
2012,Slovenia,Agriculture,1.66953
2012,Ireland,Manure management,1.72558
2012,Lithuania,Managed agricultural soils,1.76979
2012,Hungary,Enteric fermentation,1.87614
2012,Austria,Managed agricultural soils,1.88622
2012,Lithuania,Livestock,1.98394
2012,Germany,Manure management,10.15175
2012,Italy,Managed agricultural soils,10.17161
2012,Ireland,Enteric fermentation,10.39037
2012,Denmark,Agriculture,10.46391
2012,Spain,Enteric fermentation,11.85621
2012,Spain,Managed agricultural soils,11.87208
2012,Romania,Livestock,11.92926
2012,Poland,Enteric fermentation,12.07323
2012,Ireland,Livestock,12.11595
2012,Netherlands,Livestock,12.82224
2012,Poland,Managed agricultural soils,13.26605
2012,United Kingdom,Managed agricultural soils,13.65146
2012,Italy,Enteric fermentation,13.66393
2012,Poland,Livestock,15.74741
2012,Romania,Agriculture,16.44656
2012,Netherlands,Agriculture,17.88994
2012,Ireland,Agriculture,18.06013
2012,Italy,Livestock,19.3704
2012,Belgium,Manure management,2.00409
2012,Portugal,Managed agricultural soils,2.03257
2012,Czech Republic,Manure management,2.0479
2012,Finland,Enteric fermentation,2.05772
2012,Bulgaria,Livestock,2.14981
2012,Romania,Manure management,2.3932
2012,Latvia,Agriculture,2.57392
2012,Croatia,Agriculture,2.59849
2012,Bulgaria,Managed agricultural soils,2.74554
2012,Czech Republic,Enteric fermentation,2.75854
2012,Finland,Livestock,2.79315
2012,Hungary,Managed agricultural soils,2.86536
2012,Hungary,Livestock,2.93662
2012,Czech Republic,Managed agricultural soils,2.94396
2012,Sweden,Managed agricultural soils,2.98826
2012,Spain,Livestock,21.83243
2012,United Kingdom,Enteric fermentation,23.55986
2012,Germany,Enteric fermentation,24.33884
2012,Germany,Managed agricultural soils,25.19992
2012,United Kingdom,Livestock,28.43149
2012,Poland,Agriculture,29.80724
2012,Denmark,Manure management,3.00649
2012,Slovakia,Agriculture,3.09624
2012,Sweden,Enteric fermentation,3.12311
2012,Belgium,Managed agricultural soils,3.24462
2012,Greece,Managed agricultural soils,3.29565
2012,Finland,Managed agricultural soils,3.33591
2012,Portugal,Enteric fermentation,3.39579
2012,Romania,Managed agricultural soils,3.43515
2012,Denmark,Enteric fermentation,3.5967
2012,Denmark,Managed agricultural soils,3.66498
2012,Poland,Manure management,3.67419
2012,Sweden,Livestock,3.69409
2012,Lithuania,Agriculture,3.78038
2012,Italy,Agriculture,31.91752
2012,France,Enteric fermentation,33.15634
2012,France,Managed agricultural soils,33.81454
2012,Germany,Livestock,34.49059
2012,Spain,Agriculture,35.02131
2012,Greece,Enteric fermentation,4.03389
2012,Austria,Enteric fermentation,4.09608
2012,Belgium,Enteric fermentation,4.46312
2012,Portugal,Livestock,4.73963
2012,Czech Republic,Livestock,4.80644
2012,United Kingdom,Manure management,4.87163
2012,Netherlands,Manure management,4.94908
2012,Austria,Livestock,4.96991
2012,Netherlands,Managed agricultural soils,4.99726
2012,France,Livestock,41.01807
2012,United Kingdom,Agriculture,43.24155
2012,Bulgaria,Agriculture,5.04014
2012,Greece,Livestock,5.18164
2012,Ireland,Managed agricultural soils,5.69346
2012,Italy,Manure management,5.70647
2012,Hungary,Agriculture,5.96014
2012,Finland,Agriculture,6.33315
2012,Belgium,Livestock,6.4672
2012,Denmark,Livestock,6.60318
2012,Sweden,Agriculture,6.82447
2012,Austria,Agriculture,6.96523
2012,Germany,Agriculture,63.4983
2012,Portugal,Agriculture,7.00903
2012,France,Manure management,7.86173
2012,Netherlands,Enteric fermentation,7.87317
2012,France,Agriculture,77.04597
2012,Czech Republic,Agriculture,8.00187
2012,Greece,Agriculture,8.69563
2012,Romania,Enteric fermentation,9.53606
2012,Belgium,Agriculture,9.84611
2012,Spain,Manure management,9.97622
2013,Austria,Managed agricultural soils,0.01877
2013,Malta,Manure management,0.02642
2013,Malta,Managed agricultural soils,0.02747
2013,Malta,Enteric fermentation,0.03623
2013,Malta,Livestock,0.06265
2013,Iceland,Manure management,0.08765
2013,Malta,Agriculture,0.09011
2013,Luxembourg,Manure management,0.09382
2013,Cyprus,Managed agricultural soils,0.12069
2013,Estonia,Manure management,0.15057
2013,Luxembourg,Managed agricultural soils,0.15339
2013,Latvia,Manure management,0.19625
2013,Cyprus,Manure management,0.22567
2013,Cyprus,Enteric fermentation,0.22941
2013,Iceland,Enteric fermentation,0.27613
2013,Croatia,Manure management,0.31804
2013,Iceland,Managed agricultural soils,0.32375
2013,Slovenia,Manure management,0.33613
2013,Iceland,Livestock,0.36379
2013,Lithuania,Manure management,0.40169
2013,Luxembourg,Enteric fermentation,0.40665
2013,Slovenia,Managed agricultural soils,0.41847
2013,Cyprus,Livestock,0.45508
2013,Slovakia,Manure management,0.46867
2013,Luxembourg,Livestock,0.50047
2013,Estonia,Managed agricultural soils,0.54768
2013,Estonia,Enteric fermentation,0.5553
2013,Cyprus,Agriculture,0.57681
2013,Sweden,Manure management,0.59529
2013,Luxembourg,Agriculture,0.65966
2013,Iceland,Agriculture,0.6878
2013,Bulgaria,Manure management,0.69893
2013,Estonia,Livestock,0.70587
2013,Finland,Manure management,0.73231
2013,Latvia,Enteric fermentation,0.84306
2013,Austria,Manure management,0.87135
2013,Slovenia,Enteric fermentation,0.8871
2013,Croatia,Enteric fermentation,0.99604
2013,Latvia,Livestock,1.03931
2013,Slovakia,Enteric fermentation,1.04679
2013,Croatia,Managed agricultural soils,1.04963
2013,Hungary,Manure management,1.07168
2013,Greece,Manure management,1.15247
2013,Slovenia,Livestock,1.22323
2013,Estonia,Agriculture,1.26293
2013,Croatia,Livestock,1.31408
2013,Portugal,Manure management,1.33794
2013,Bulgaria,Enteric fermentation,1.46759
2013,Slovakia,Livestock,1.51545
2013,Lithuania,Enteric fermentation,1.55527
2013,Latvia,Managed agricultural soils,1.58258
2013,Slovakia,Managed agricultural soils,1.60564
2013,Slovenia,Agriculture,1.6527
2013,Ireland,Manure management,1.74306
2013,Lithuania,Managed agricultural soils,1.7578
2013,Hungary,Enteric fermentation,1.93447
2013,Lithuania,Livestock,1.95697
2013,Germany,Manure management,10.11098
2013,Denmark,Agriculture,10.53553
2013,Ireland,Enteric fermentation,10.54537
2013,Spain,Enteric fermentation,11.63642
2013,Romania,Livestock,12.08346
2013,Poland,Enteric fermentation,12.15074
2013,Ireland,Livestock,12.28843
2013,Spain,Managed agricultural soils,12.72983
2013,Netherlands,Livestock,13.10127
2013,Poland,Managed agricultural soils,13.70915
2013,United Kingdom,Managed agricultural soils,13.8412
2013,Italy,Enteric fermentation,13.84877
2013,Poland,Livestock,15.77544
2013,Romania,Agriculture,16.86021
2013,Netherlands,Agriculture,18.20351
2013,Ireland,Agriculture,18.90548
2013,Italy,Livestock,19.19514
2013,Czech Republic,Manure management,2.00952
2013,Belgium,Manure management,2.01329
2013,Finland,Enteric fermentation,2.06041
2013,Portugal,Managed agricultural soils,2.1276
2013,Bulgaria,Livestock,2.16652
2013,Romania,Manure management,2.38314
2013,Croatia,Agriculture,2.4337
2013,Latvia,Agriculture,2.63974
2013,Czech Republic,Enteric fermentation,2.75852
2013,Finland,Livestock,2.79272
2013,Denmark,Manure management,2.92955
2013,Spain,Livestock,21.55653
2013,United Kingdom,Enteric fermentation,23.48638
2013,Germany,Enteric fermentation,24.71063
2013,Germany,Managed agricultural soils,25.66031
2013,United Kingdom,Livestock,28.38614
2013,Hungary,Livestock,3.00615
2013,Czech Republic,Managed agricultural soils,3.0114
2013,Sweden,Enteric fermentation,3.12207
2013,Bulgaria,Managed agricultural soils,3.17376
2013,Sweden,Managed agricultural soils,3.18927
2013,Slovakia,Agriculture,3.18931
2013,Hungary,Managed agricultural soils,3.19173
2013,Belgium,Managed agricultural soils,3.26191
2013,Portugal,Enteric fermentation,3.33733
2013,Greece,Managed agricultural soils,3.34621
2013,Finland,Managed agricultural soils,3.35618
2013,Denmark,Enteric fermentation,3.59789
2013,Poland,Manure management,3.62471
2013,Sweden,Livestock,3.71736
2013,Lithuania,Agriculture,3.7472
2013,Denmark,Managed agricultural soils,3.75762
2013,Poland,Agriculture,30.40102
2013,Italy,Agriculture,30.79211
2013,France,Enteric fermentation,33.23168
2013,France,Managed agricultural soils,33.40839
2013,Germany,Livestock,34.82162
2013,Spain,Agriculture,36.03644
2013,Greece,Enteric fermentation,4.06654
2013,Austria,Enteric fermentation,4.10179
2013,Romania,Managed agricultural soils,4.10773
2013,Belgium,Enteric fermentation,4.42792
2013,Portugal,Livestock,4.67526
2013,Czech Republic,Livestock,4.76804
2013,United Kingdom,Manure management,4.89976
2013,Netherlands,Manure management,4.96271
2013,Austria,Livestock,4.97314
2013,France,Livestock,40.3669
2013,United Kingdom,Agriculture,43.50965
2013,Netherlands,Managed agricultural soils,5.0318
2013,Greece,Livestock,5.21902
2013,Italy,Manure management,5.34637
2013,Bulgaria,Agriculture,5.50179
2013,Ireland,Managed agricultural soils,6.0797
2013,Hungary,Agriculture,6.38479
2013,Belgium,Livestock,6.44121
2013,Finland,Agriculture,6.45648
2013,Denmark,Livestock,6.52744
2013,Austria,Agriculture,6.95864
2013,Germany,Agriculture,64.64992
2013,Portugal,Agriculture,7.03817
2013,Sweden,Agriculture,7.04919
2013,France,Manure management,7.13522
2013,France,Agriculture,75.8713
2013,Czech Republic,Agriculture,8.04063
2013,Netherlands,Enteric fermentation,8.13856
2013,Greece,Agriculture,8.78514
2013,Italy,Managed agricultural soils,9.45262
2013,Romania,Enteric fermentation,9.70032
2013,Belgium,Agriculture,9.83652
2013,Spain,Manure management,9.92011
2014,Croatia,Manure management,0.312
2014,Austria,Agriculture,1.7074
2014,Malta,Manure management,0.02582
2014,Malta,Managed agricultural soils,0.02734
2014,Malta,Enteric fermentation,0.0357
2014,Malta,Livestock,0.06152
2014,Malta,Agriculture,0.08886
2014,Iceland,Manure management,0.0922
2014,Luxembourg,Manure management,0.09573
2014,Cyprus,Managed agricultural soils,0.12009
2014,Estonia,Manure management,0.1518
2014,Luxembourg,Managed agricultural soils,0.15449
2014,Latvia,Manure management,0.2038
2014,Cyprus,Manure management,0.22553
2014,Cyprus,Enteric fermentation,0.23252
2014,Iceland,Enteric fermentation,0.29419
2014,Slovenia,Manure management,0.34035
2014,Iceland,Managed agricultural soils,0.3609
2014,Iceland,Livestock,0.38639
2014,Lithuania,Manure management,0.40482
2014,Luxembourg,Enteric fermentation,0.4159
2014,Slovakia,Manure management,0.42397
2014,Slovenia,Managed agricultural soils,0.44266
2014,Cyprus,Livestock,0.45805
2014,Luxembourg,Livestock,0.51163
2014,Estonia,Enteric fermentation,0.56065
2014,Cyprus,Agriculture,0.57877
2014,Estonia,Managed agricultural soils,0.59239
2014,Sweden,Manure management,0.59564
2014,Luxembourg,Agriculture,0.67193
2014,Bulgaria,Manure management,0.70177
2014,Estonia,Livestock,0.71245
2014,Finland,Manure management,0.73664
2014,Iceland,Agriculture,0.74767
2014,Austria,Manure management,0.87127
2014,Latvia,Enteric fermentation,0.87267
2014,Slovenia,Enteric fermentation,0.90588
2014,Croatia,Enteric fermentation,0.95384
2014,Croatia,Managed agricultural soils,0.97067
2014,Slovakia,Enteric fermentation,1.04351
2014,Latvia,Livestock,1.07646
2014,Hungary,Manure management,1.11127
2014,Greece,Manure management,1.14732
2014,Slovenia,Livestock,1.24623
2014,Croatia,Livestock,1.26584
2014,Estonia,Agriculture,1.31793
2014,Portugal,Manure management,1.35401
2014,Slovakia,Livestock,1.46748
2014,Bulgaria,Enteric fermentation,1.4886
2014,Slovakia,Managed agricultural soils,1.59188
2014,Latvia,Managed agricultural soils,1.62554
2014,Lithuania,Enteric fermentation,1.6374
2014,Slovenia,Agriculture,1.69898
2014,Ireland,Manure management,1.74329
2014,Lithuania,Managed agricultural soils,1.80562
2014,Austria,Managed agricultural soils,1.97099
2014,Belgium,Manure management,1.98934
2014,Hungary,Enteric fermentation,1.99458
2014,Germany,Manure management,10.12863
2014,Spain,Manure management,10.18092
2014,Denmark,Agriculture,10.56988
2014,Ireland,Enteric fermentation,10.61463
2014,Spain,Enteric fermentation,11.70375
2014,Romania,Livestock,12.22549
2014,Poland,Enteric fermentation,12.29452
2014,Ireland,Livestock,12.35793
2014,Netherlands,Livestock,13.2328
2014,Poland,Managed agricultural soils,13.46146
2014,Spain,Managed agricultural soils,13.67821
2014,Italy,Enteric fermentation,13.76211
2014,United Kingdom,Managed agricultural soils,14.36253
2014,Poland,Livestock,15.8394
2014,Romania,Agriculture,16.84463
2014,Netherlands,Agriculture,18.39535
2014,Ireland,Agriculture,18.75432
2014,Italy,Livestock,18.96925
2014,Lithuania,Livestock,2.04222
2014,Czech Republic,Manure management,2.08021
2014,Finland,Enteric fermentation,2.08919
2014,Portugal,Managed agricultural soils,2.18422
2014,Bulgaria,Livestock,2.19036
2014,Croatia,Agriculture,2.29558
2014,Romania,Manure management,2.32201
2014,Latvia,Agriculture,2.72642
2014,Bulgaria,Managed agricultural soils,2.73745
2014,Czech Republic,Enteric fermentation,2.81727
2014,Finland,Livestock,2.82583
2014,Denmark,Manure management,2.94694
2014,Spain,Livestock,21.88468
2014,United Kingdom,Enteric fermentation,23.84601
2014,Germany,Enteric fermentation,24.87519
2014,Germany,Managed agricultural soils,26.53122
2014,United Kingdom,Livestock,28.80447
2014,Hungary,Livestock,3.10585
2014,Slovakia,Agriculture,3.13293
2014,Sweden,Enteric fermentation,3.13815
2014,Czech Republic,Managed agricultural soils,3.18235
2014,Hungary,Managed agricultural soils,3.26305
2014,Sweden,Managed agricultural soils,3.28631
2014,Greece,Managed agricultural soils,3.3343
2014,Belgium,Managed agricultural soils,3.35368
2014,Finland,Managed agricultural soils,3.42445
2014,Portugal,Enteric fermentation,3.42631
2014,Poland,Manure management,3.54488
2014,Denmark,Enteric fermentation,3.63625
2014,Sweden,Livestock,3.73379
2014,Denmark,Managed agricultural soils,3.7425
2014,Lithuania,Agriculture,3.88826
2014,Romania,Managed agricultural soils,3.98597
2014,Poland,Agriculture,30.24457
2014,Italy,Agriculture,30.33763
2014,France,Enteric fermentation,33.73769
2014,France,Managed agricultural soils,34.66357
2014,Germany,Livestock,35.00382
2014,Spain,Agriculture,37.40586
2014,Greece,Enteric fermentation,4.0408
2014,Austria,Enteric fermentation,4.11971
2014,Belgium,Enteric fermentation,4.46624
2014,Portugal,Livestock,4.78032
2014,Czech Republic,Livestock,4.89749
2014,United Kingdom,Manure management,4.95846
2014,Austria,Livestock,4.99099
2014,France,Livestock,42.05851
2014,United Kingdom,Agriculture,44.55592
2014,Netherlands,Manure management,5.00969
2014,Netherlands,Managed agricultural soils,5.0921
2014,Bulgaria,Agriculture,5.09229
2014,Greece,Livestock,5.18812
2014,Italy,Manure management,5.20715
2014,Ireland,Managed agricultural soils,5.98899
2014,Belgium,Livestock,6.45558
2014,Finland,Agriculture,6.47537
2014,Hungary,Agriculture,6.53159
2014,Denmark,Livestock,6.58319
2014,Germany,Agriculture,66.06981
2014,Sweden,Agriculture,7.14342
2014,Portugal,Agriculture,7.20196
2014,France,Agriculture,78.86942
2014,Netherlands,Enteric fermentation,8.22311
2014,Czech Republic,Agriculture,8.28716
2014,France,Manure management,8.32082
2014,Greece,Agriculture,8.7431
2014,Italy,Managed agricultural soils,9.32826
2014,Romania,Enteric fermentation,9.90349
2014,Belgium,Agriculture,9.94176
