id,date,fund,category,measure,payment_amount,payments_number
183,17/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,144000,1
184,17/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,4620.8,3
185,17/03/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 2079/92,789.51,29
186,17/03/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 1257/99,5698054.28,30356
187,17/03/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ335 – Πιλοτικά σχέδια,127664.7,1
188,17/03/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή υπηρεσιών,17072.55,1
189,18/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,52167.96,20
190,18/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),8393.68,17
191,18/03/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,781196.3,3
192,21/03/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια βρώσιμων οσπρίων 2015,4462695.76,9943
193,21/03/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια πρωτεινούχων κτηνοτροφικών ψυχανθών 2015,3710142.71,6611
194,21/03/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια σκληρού σίτου 2015,7761244.51,33795
195,21/03/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια σπαραγγιών 2015,274889.04,316
196,21/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,23446.51,13
197,21/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),70607.66,80
198,21/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,104936.71,1
199,21/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,462502.17,2
200,21/03/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,74028.45,1
201,21/03/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ331 – Συλλογικές δράσεις,27600,1
202,21/03/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,266135.93,1
203,21/03/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,49870.71,1
204,22/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,39681.6,17
205,22/03/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,39060,1
206,22/03/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,541943.46,2
207,22/03/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,37154.16,1
208,23/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,75116.72,9
209,23/03/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,381331.05,3
210,24/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,17955.91,5
211,24/03/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,153994.81,3
212,28/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,67161.45,13
213,28/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,58800,1
214,28/03/16,ΕΓΤΕ,Μέτρα Αγοράς,ΦΠΑ νησιών Αιγαίου,9543.28,7
215,28/03/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,114625.1,1
216,29/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,2235.21,4
217,29/03/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,9817.8,1
218,29/03/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,77149.89,2
219,30/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,26060.8,11
220,30/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,58800,1
221,30/03/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 2079/92,960.23,16
222,30/03/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 1257/99,5628281.33,30265
223,31/03/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,97609.7,36
224,31/03/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,5949.44,2
225,01/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,40709.6,8
226,01/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,6847.42,2
227,01/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ223 – Επενδύσεις στον τομέα της μεταποίησης και εμπορίας,303585.2,1
228,01/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ331 – Συλλογικές δράσεις,192344,5
229,01/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,674136.42,2
230,04/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Στρεμματική Ενίσχυση Βάμβακος 2015,176401314.48,47373
231,04/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια ζαχαροτεύτλων 2015,2316049.85,1323
232,04/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,2400,3
233,05/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,320,1
234,05/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,63059.29,1
235,05/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,194000,1
236,05/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Πρόωρη Συνταξιοδότηση Αλιέων – Block Account,59670,40
237,06/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενιαία Ενίσχυση 2014,9359379.74,97754
238,06/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια βρώσιμων οσπρίων 2015,272309.51,580
239,06/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια σκληρού σίτου 2015,806687.54,2852
240,06/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,29069.6,6
241,06/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,128817.78,1
242,07/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια πρωτεινούχων κτηνοτροφικών ψυχανθών 2015,268647.54,522
243,07/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια σπαραγγιών 2015,39362.99,41
244,07/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,16611.2,8
245,07/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,250853.58,2
246,07/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,627133.92,2
247,07/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,124062.61,2
248,07/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Πρόωρη Συνταξιοδότηση Αλιέων – ΠΔΕ,97488,68
249,07/04/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,18560.28,1
250,08/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,1628.8,1
251,08/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),149878.88,80
252,08/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,72546.35,1
253,08/04/16,ΕΓΤΕ,Μέτρα Αγοράς,ΦΠΑ νησιών Αιγαίου,13672.08,15
254,08/04/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,33719.15,1
255,11/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,7750.4,12
256,12/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,9399.68,4
257,12/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,7129.43,3
258,12/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,1144266.14,3
259,13/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,5200,6
260,13/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,122803.43,2
261,13/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,307008.61,2
262,13/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,9264.56,2
263,13/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,228575.68,2
264,13/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ335 – Πιλοτικά σχέδια,155012.13,2
265,13/04/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,132889.88,1
266,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Διεπαγγελματική Βάμβακος 2014,506.07,95
267,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια φασολιών 2014,48.5,1
268,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Κατ' αποκοπή στρεμματική ενίσχυση Ενώσεων Παραγωγών Ελληνικών νησιών Αιγαίου 2014,9738.58,95
269,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Πρόσθετη ενίσχυση αιγοπροβειου 2014,96818.88,249
270,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Πρόσθετη ενίσχυση για πιστοποιημένη Ελαιοκαλλιέργεια 2014,63564.61,175
271,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Πρόσθετη ενίσχυση για σκληρό Σιτάρι 2014,21187.3,67
272,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Πρόσθετη ενίσχυση θηλαζουσών Αγελάδων 2014,21738.77,13
273,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Πρόσθετη ενίσχυση μετακινούμενων Αιγοπροβάτων 2014,10915.1,14
274,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Πρόσθετη ενίσχυση μοσχίδων Αναπαραγωγής 2014,2242.75,4
275,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Στρεμματική ενίσχυση βάμβακος 2014,147108.18,139
276,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συμπληρωματική πρόσθετη ενίσχυση αιγοπρόβειου 2014,2712.25,3
277,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συμπληρωματική πρόσθετη ενίσχυση θηλαζουσών αγελάδων 2014,5295.13,2
278,14/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συμπληρωματική πρόσθετη ενίσχυση μοσχίδων αναπαραγωγής 2014,2398.36,1
279,14/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,7507.68,3
280,14/04/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 2079/92,569.65,7
281,14/04/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 1257/99,5655936.12,30168
282,14/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,1408,1
283,15/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια VQPRD 2014,13017.36,62
284,15/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια ανοιξιάτικης πατάτας 2014,2038.21,5
285,15/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια εσπεριδοειδών Σάμου 2014,215,1
286,15/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια κριθαριού Λήμνου 2014,56.64,3
287,15/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια φθινοπωρινής πατάτας 2014,1052.86,6
288,15/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,17435.2,3
289,15/04/16,ΕΓΤΕ,Μέτρα Αγοράς,ΦΠΑ νησιών Αιγαίου,10057.44,14
290,15/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,9201.65,2
291,15/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,138141.22,1
292,18/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,3578.4,5
293,18/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),19627.23,76
294,18/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,98715.15,1
295,18/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,246787.89,1
296,18/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,10400,5
297,19/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,21478.54,10
298,19/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),49477.44,100
299,19/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,8561.6,4
300,19/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,17938.86,1
301,19/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ223 – Επενδύσεις στον τομέα της μεταποίησης και εμπορίας,107464.7,1
302,19/04/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,83918.11,2
303,20/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,16913.91,1
304,20/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,11004.8,5
305,20/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,342931.25,1
306,20/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,21118,4
307,20/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,341984.01,4
308,20/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ223 – Επενδύσεις στον τομέα της μεταποίησης και εμπορίας,35891.77,1
309,21/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,103036.16,7
310,21/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,14547,1
311,21/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,47288.59,1
312,22/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),71860.96,149
313,22/04/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 2079/92,92.89,5
314,22/04/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 1257/99,5657438.32,30065
315,22/04/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,47725.35,1
316,25/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Καθεστώς Βασικής Ενίσχυσης 2015,162685573.4,614173
317,25/04/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Πράσινη Ενίσχυση 2015,550944100.06,641817
318,25/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,10320.48,5
319,25/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),11320.13,32
320,25/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,4554,1
321,25/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,123020.47,2
322,26/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,1407137.76,1
323,26/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,73084.08,15
324,26/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,53450.38,1
325,26/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,133625.96,1
326,26/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,71426.88,1
327,26/04/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Εξισωτική εκτός ορεινών Μέτρο 13.2,2721586.77,1809
328,26/04/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Εξισωτική ορεινών Μέτρο 13.1,6567059.05,3482
329,26/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,609.89,2
330,26/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ223 – Επενδύσεις στον τομέα της μεταποίησης και εμπορίας,839165.45,3
331,26/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,456992.75,2
332,27/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,36298.24,12
333,27/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,110498.5,1
334,27/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,303046.95,1
335,27/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,78909.34,2
336,28/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,17283.05,8
337,28/04/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,298963.07,1
338,28/04/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,26048.96,4
339,28/04/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,14683.8,1
340,04/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,192,1
341,04/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,15693.34,1
342,04/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,146407.4,1
343,05/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,7366.4,4
344,06/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,65842.35,20
345,06/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,2966.63,1
346,06/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,73323.25,1
347,09/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,33640.32,7
348,10/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,696,1
349,10/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,34425.08,1
350,10/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,39042.24,5
351,10/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),112767.67,118
352,11/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,11274.88,3
353,11/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ113 – Επενδύσεις στα αλιευτικά σκάφη και στην επιλεκτικότητα των αλιευτικών εργαλείων,2800,2
354,11/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,422732.51,2
355,11/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ223 – Επενδύσεις στον τομέα της μεταποίησης και εμπορίας,610015.74,5
356,18/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,591369.25,2
357,18/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,3007.01,3
358,18/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),24538.83,33
359,18/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,652769.58,2
360,19/05/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ειδική ενίσχυση για την καλλιέργεια βαμβακιού 2015,2246040.56,641
